experiment,method,initialization,n,beta,metric,mean_paired_difference,ci_lower,ci_upper,n_pairs
main,detached_conditional_oracle,uniform,32,0.2,pi1_a0,-0.2220950262956202,-0.22343223328912157,-0.22075781930211882,20
main,complete_weighted_oracle,uniform,32,0.2,population_return,-0.3754287722797283,-0.3772167474771434,-0.37364079708231324,20
main,complete_weighted_oracle,uniform,32,0.2,q,-0.40058672475773305,-0.40422376715265107,-0.396949682362815,20
main,complete_weighted_oracle,uniform,32,0.2,pi1_a0,-0.22732811546314827,-0.2285516429250205,-0.22610458800127603,20
main,uniform_action_oracle,uniform,32,0.2,population_return,-0.3713298168613676,-0.3737211832227185,-0.3689384505000167,20
main,uniform_action_oracle,uniform,32,0.2,q,-0.34169722582513595,-0.346093699032465,-0.3373007526178069,20
main,uniform_action_oracle,uniform,32,0.2,pi1_a0,-0.26932404241886115,-0.27123258976447256,-0.26741549507324974,20
main,visitation_only_oracle,uniform,32,0.2,population_return,0.002229005022278735,0.002083868601064176,0.002374141443493294,20
main,visitation_only_oracle,uniform,32,0.2,q,0.0021279921351114784,0.0019977949762019906,0.0022581892940209663,20
main,visitation_only_oracle,uniform,32,0.2,pi1_a0,0.0011169140550169431,0.001037739384428527,0.0011960887256053593,20
main,full_pooled_fisher_oracle,uniform,32,0.2,population_return,-0.34978968476145544,-0.35196431496302205,-0.34761505455988884,20
main,full_pooled_fisher_oracle,uniform,32,0.2,q,-0.30254102126432086,-0.3060899981608636,-0.29899204436777815,20
main,full_pooled_fisher_oracle,uniform,32,0.2,pi1_a0,-0.2560005939781881,-0.2577298702151798,-0.2542713177411964,20
main,detached_conditional_sampled,uniform,32,0.2,population_return,-0.3561418559289619,-0.35812314788426547,-0.35416056397365836,20
main,detached_conditional_sampled,uniform,32,0.2,q,-0.3601399755118043,-0.3642860485584296,-0.35599390246517904,20
main,detached_conditional_sampled,uniform,32,0.2,pi1_a0,-0.22140962487519195,-0.22250073724369993,-0.22031851250668397,20
main,detached_conditional_oracle,uniform,128,0.01,population_return,-0.012453421387599245,-0.012514319172643572,-0.012392523602554918,20
main,detached_conditional_oracle,uniform,128,0.01,q,-0.008966108416588231,-0.009047773748997899,-0.008884443084178564,20
