seed,reward_deterministic_return_at_handoff,handoff_deterministic_return_at_handoff,reference_greedy_action_agreement,reference_disagreement_state_count,reference_state_count,reward_reference_entropy_mean,handoff_reference_entropy_mean,reward_reference_entropy_q10,reward_reference_entropy_q50,reward_reference_entropy_q90,handoff_reference_entropy_q10,handoff_reference_entropy_q50,handoff_reference_entropy_q90,reward_reference_margin_mean,handoff_reference_margin_mean,reward_visitation_frequency_of_disagreement_region,handoff_visitation_frequency_of_disagreement_region
546,-80.34375,-191.59375,0.88671875,29,256,0.6669673919677734,1.0613688230514526,0.3349394202232361,0.623072624206543,1.0513246059417725,1.014969825744629,1.0701618194580078,1.0957210063934326,0.5736459493637085,0.11896717548370361,0.10986328125,0.13232421875
547,-500.0,-84.90625,0.37890625,159,256,0.9906197786331177,1.0676957368850708,0.8168420195579529,1.024116039276123,1.092576026916504,1.0209860801696777,1.0792882442474365,1.097437858581543,0.25397923588752747,0.1023203581571579,0.66162109375,0.61767578125
548,-82.34375,-84.78125,0.9453125,14,256,0.5943838357925415,1.0494266748428345,0.32026422023773193,0.47804272174835205,1.064112901687622,0.9750082492828369,1.0661475658416748,1.0973193645477295,0.619930624961853,0.1467178463935852,0.03857421875,0.0478515625
549,-95.8125,-83.15625,0.875,32,256,0.5627303123474121,1.0591856241226196,0.23886513710021973,0.49044013023376465,0.9725721478462219,1.0003106594085693,1.0733531713485718,1.095758080482483,0.6633940935134888,0.1407901644706726,0.13037109375,0.1396484375
550,-500.0,-500.0,0.01953125,251,256,1.050245761871338,1.091491937637329,0.9868802428245544,1.0583305358886719,1.0971615314483643,1.0812747478485107,1.0945308208465576,1.0971081256866455,0.14602717757225037,0.04853641241788864,0.9990234375,0.9990234375
551,-82.46875,-83.78125,0.90625,24,256,0.6419762372970581,1.0610501766204834,0.36695384979248047,0.5675360560417175,1.0454041957855225,1.0122212171554565,1.072108507156372,1.0965654850006104,0.588889479637146,0.13298000395298004,0.0615234375,0.07666015625
552,-90.0625,-82.71875,0.9453125,14,256,0.7027927041053772,1.0515060424804688,0.47947797179222107,0.6130627393722534,1.0795209407806396,0.9928880333900452,1.06027090549469,1.096631646156311,0.5023541450500488,0.14346519112586975,0.0615234375,0.04296875
553,-500.0,-82.03125,0.53125,120,256,1.0502179861068726,1.0600075721740723,1.0291882753372192,1.0486350059509277,1.0776000022888184,1.0129358768463135,1.0692585706710815,1.0954395532608032,0.20502470433712006,0.1520213782787323,0.45751953125,0.4482421875
554,-500.0,-500.0,0.3359375,170,256,1.0612783432006836,1.09291410446167,1.0276622772216797,1.0642353296279907,1.0859822034835815,1.085874319076538,1.0943264961242676,1.0978623628616333,0.10922476649284363,0.01942797563970089,0.71435546875,0.7099609375
555,-102.34375,-81.53125,0.90625,24,256,0.5615382194519043,1.0582637786865234,0.2605580985546112,0.48974373936653137,0.9697163105010986,0.9982030391693115,1.0716863870620728,1.0974602699279785,0.6788392066955566,0.13199034333229065,0.0751953125,0.095703125
556,-166.25,-500.0,0.44140625,143,256,0.7391482591629028,1.09600031375885,0.522351861000061,0.6800307035446167,1.0365681648254395,1.09330415725708,1.0964213609695435,1.0978760719299316,0.4967246651649475,0.023143775761127472,0.66015625,0.36865234375
557,-500.0,-92.5625,0.0625,240,256,1.074957251548767,1.0623666048049927,1.0496776103973389,1.0811831951141357,1.088922142982483,1.0113575458526611,1.0699007511138916,1.0947902202606201,0.1018187403678894,0.14781610667705536,0.86181640625,0.9228515625
558,-89.0625,-83.125,0.87109375,33,256,0.6346197128295898,1.0568442344665527,0.38332703709602356,0.5281974077224731,1.030510425567627,1.0014976263046265,1.0678949356079102,1.0958633422851562,0.5853384137153625,0.13677093386650085,0.11865234375,0.15771484375
559,-83.09375,-81.25,0.91015625,23,256,0.6421536207199097,1.060208797454834,0.3759583830833435,0.5498993396759033,1.0702288150787354,1.0091278553009033,1.0704622268676758,1.0970304012298584,0.5859098434448242,0.132634699344635,0.07373046875,0.08251953125
560,-500.0,-500.0,0.7265625,70,256,1.0040397644042969,1.096848726272583,0.9036775827407837,1.0054768323898315,1.0848931074142456,1.0956916809082031,1.0971721410751343,1.0978375673294067,0.1976790726184845,0.021282510831952095,0.2041015625,0.23876953125
