target_gradient_ratio,achieved_fisher_gradient_ratio,effective_fisher_beta,elapsed_seconds,fisher_gradient_norm,fisher_loss,fisher_rank,fisher_surrogate,gradient_cosine,gradient_norm,lambda_max,lambda_min,logdet,parameter_count,return,return_std,reward_gradient_norm,reward_loss,target_fisher_gradient_ratio,total_loss,unscaled_fisher_gradient_norm,update
0.0,0.0,0.0,23.166296656010672,0.0,0.0,16,-1422.9225488382185,,203.53570556640625,410.39315227100326,7.44946172778533e-13,-213.88397709362053,16,5.883575107190566,46.10784262593705,203.53570556640625,-33.3050537109375,0.0,-33.3050537109375,12156671.0,11
0.0,0.0,0.0,25.375774470041506,0.0,0.0,16,-2220.026007672702,,140.9292755126953,446.6335622947389,5.806655350752459e-13,-217.17580878826539,16,4.755774634501786,45.631603452674966,140.9292755126953,70.42033386230469,0.0,70.42033386230469,5765432.5,12
0.0,0.0,0.0,27.558685996104032,0.0,0.0,16,-1834.4862711602123,,211.3212432861328,337.5266663053132,6.756044992411044e-13,-215.54499453516786,16,-5.531694209673656,38.93615211474261,211.3212432861328,22.060768127441406,0.0,22.060768127441406,5343036.5,13
0.0,0.0,0.0,29.691733582061715,0.0,0.0,16,-1065.5219204038906,,191.11947631835938,388.2461235796619,5.827474061935928e-13,-213.23347640854342,16,8.93003558728908,48.885662591497784,191.11947631835938,66.1307373046875,0.0,66.1307373046875,16919902.0,14
0.0,0.0,0.0,31.88419905200135,0.0,0.0,16,-1362.3817449291348,,142.14170837402344,356.55713136968234,5.344766657954723e-13,-217.80731759360134,16,-5.4990517070393885,38.75161981487242,142.14170837402344,45.45841979980469,0.0,45.45841979980469,5742633.5,15
0.0,0.0,0.0,34.03267068299465,0.0,0.0,16,-1561.3338028137318,,144.22462463378906,335.00001803951704,4.693697405755789e-13,-216.04760702676265,16,-8.92373964755847,34.367820803987065,144.22462463378906,35.23057556152344,0.0,35.23057556152344,10667518.0,16
0.0,0.0,0.0,36.16103764309082,0.0,0.0,16,-1280.71009913818,,89.07552337646484,328.6158910999154,6.834467378491569e-13,-213.67218007018522,16,0.718782388519041,44.18488206513266,89.07552337646484,39.84478759765625,0.0,39.84478759765625,2331032.75,17
0.0,0.0,0.0,38.26022949302569,0.0,0.0,16,-1457.964421744839,,122.3501205444336,390.04191992495504,6.45189264949631e-13,-216.04498680913522,16,2.8141817474859128,46.848335337860924,122.3501205444336,56.907814025878906,0.0,56.907814025878906,10078020.0,18
0.0,0.0,0.0,40.35807253001258,0.0,0.0,16,-1080.9127033718378,,133.26344299316406,290.1638757541325,3.9734433900997204e-13,-219.14893460779078,16,-3.806596127033089,40.25965890150882,133.26344299316406,-47.39985656738281,0.0,-47.39985656738281,12911209.0,19
0.0,0.0,0.0,42.486281376099214,0.0,0.0,16,-1753.5092256336172,,183.65423583984375,396.1580828162504,4.774100951002104e-13,-217.4090381223404,16,-1.6063931723426448,42.29260029107857,183.65423583984375,-3.36248779296875,0.0,-3.36248779296875,9617859.0,20
0.0,0.0,0.0,44.67668329004664,0.0,0.0,16,-919.7552607438001,,114.43502807617188,256.99385660265284,2.6728064146277363e-13,-220.07946672452258,16,-0.7741030755553266,44.310412382847964,114.43502807617188,-26.047271728515625,0.0,-26.047271728515625,10294258.0,21
0.0,0.0,0.0,46.83712634106632,0.0,0.0,16,-1872.1637068509447,,219.01031494140625,349.8934811658668,1.4078269461424357e-13,-224.27411495812635,16,12.491835371606207,50.710802209383864,219.01031494140625,38.379844665527344,0.0,38.379844665527344,23062394.0,22
0.0,0.0,0.0,48.98482483706903,0.0,0.0,16,-1248.854910536164,,133.55372619628906,294.79565990873755,6.872183641449798e-14,-228.12782500359953,16,-1.1057873621731968,44.23464777165303,133.55372619628906,65.75033569335938,0.0,65.75033569335938,13233151.0,23
0.0,0.0,0.0,51.151678555994295,0.0,0.0,16,-1085.5197833083694,,33.3770866394043,332.63856333235685,5.67438238324921e-14,-229.52071276331822,16,-0.07730491272371398,46.270029176539374,33.3770866394043,-8.120079040527344,0.0,-8.120079040527344,9710109.0,24
