experiment,method,initialization,n,beta,alpha,n_seeds,reward_noise_std,center_returns,normalize_returns,metric,mean,ci_lower,ci_upper,finite_fraction
main,detached_conditional_sampled,uniform,32,0.1,0.05,100,0.0,0,0,q,0.8235918190153271,0.8226858001694634,0.8244978378611908,1.0
main,detached_conditional_sampled,uniform,32,0.1,0.05,100,0.0,0,0,pi1_a0,0.8826919492410541,0.8824887974089443,0.8828951010731639,1.0
main,detached_conditional_sampled,uniform,32,0.1,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,detached_conditional_sampled,uniform,32,0.1,0.05,100,0.0,0,0,empirical_fisher_rank,3.96,3.9209215646478675,3.9990784353521325,1.0
main,detached_conditional_oracle,uniform,32,0.2,0.05,100,0.0,0,0,population_return,0.614887177739066,0.6140805984649902,0.6156937570131418,1.0
main,detached_conditional_oracle,uniform,32,0.2,0.05,100,0.0,0,0,q,0.6188112744490489,0.6172071612360132,0.6204153876620847,1.0
main,detached_conditional_oracle,uniform,32,0.2,0.05,100,0.0,0,0,pi1_a0,0.7628830649636523,0.7623756968120222,0.7633904331152824,1.0
main,detached_conditional_oracle,uniform,32,0.2,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,detached_conditional_oracle,uniform,32,0.2,0.05,100,0.0,0,0,empirical_fisher_rank,3.99,3.970157830650387,4.009842169349613,1.0
main,complete_weighted_oracle,uniform,32,0.2,0.05,100,0.0,0,0,population_return,0.5960994796967414,0.595172060159968,0.5970268992335147,1.0
main,complete_weighted_oracle,uniform,32,0.2,0.05,100,0.0,0,0,q,0.5785359560626724,0.5766230360487965,0.5804488760765483,1.0
main,complete_weighted_oracle,uniform,32,0.2,0.05,100,0.0,0,0,pi1_a0,0.7577253637984159,0.7571364703764474,0.7583142572203845,1.0
main,complete_weighted_oracle,uniform,32,0.2,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,complete_weighted_oracle,uniform,32,0.2,0.05,100,0.0,0,0,empirical_fisher_rank,3.97,3.935981273696916,4.004018726303084,1.0
main,uniform_action_oracle,uniform,32,0.2,0.05,100,0.0,0,0,population_return,0.5997110423947604,0.5988100578395467,0.6006120269499741,1.0
main,uniform_action_oracle,uniform,32,0.2,0.05,100,0.0,0,0,q,0.6370702855680846,0.6354097629718412,0.6387308081643281,1.0
main,uniform_action_oracle,uniform,32,0.2,0.05,100,0.0,0,0,pi1_a0,0.7148433996862462,0.7140650699541429,0.7156217294183496,1.0
main,uniform_action_oracle,uniform,32,0.2,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,uniform_action_oracle,uniform,32,0.2,0.05,100,0.0,0,0,empirical_fisher_rank,4.0,4.0,4.0,1.0
main,visitation_only_oracle,uniform,32,0.2,0.05,100,0.0,0,0,population_return,0.9756476330136565,0.9756141936305566,0.9756810723967565,1.0
main,visitation_only_oracle,uniform,32,0.2,0.05,100,0.0,0,0,q,0.9851835565609199,0.985144511110831,0.9852226020110089,1.0
main,visitation_only_oracle,uniform,32,0.2,0.05,100,0.0,0,0,pi1_a0,0.9871552708095862,0.987140666447117,0.9871698751720555,1.0
main,visitation_only_oracle,uniform,32,0.2,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,visitation_only_oracle,uniform,32,0.2,0.05,100,0.0,0,0,empirical_fisher_rank,2.85,2.7107616511255404,2.98923834887446,1.0
main,full_pooled_fisher_oracle,uniform,32,0.2,0.05,100,0.0,0,0,population_return,0.6215738564574493,0.6207813013979696,0.6223664115169291,1.0
main,full_pooled_fisher_oracle,uniform,32,0.2,0.05,100,0.0,0,0,q,0.6771948379087847,0.675826665745869,0.6785630100717003,1.0
main,full_pooled_fisher_oracle,uniform,32,0.2,0.05,100,0.0,0,0,pi1_a0,0.7284247483174369,0.7277582283429189,0.7290912682919548,1.0
